"tarih","gunluk_test","gunluk_vaka","gunluk_hasta","gunluk_vefat","gunluk_iyilesen","toplam_test","toplam_hasta","toplam_vefat","toplam_iyilesen","toplam_yogun_bakim","toplam_entube","hastalarda_zaturre_oran","agir_hasta_sayisi","yatak_doluluk_orani","eriskin_yogun_bakim_doluluk_orani","ventilator_doluluk_orani","ortalama_filyasyon_suresi","ortalama_temasli_tespit_suresi","filyasyon_orani"
"05.07.2020","46.414","","1.148","19","1.188","3.630.480","205.758","5.225","180.680","1.127","392","","","","","","","",""
"04.07.2020","48.248","","1.154","20","1.214","3.584.066","204.610","5206","179.492","","","","","","","","","",""
"03.07.2020","52.141","","1.172","19","1.313","3.535.818 ","203.456","5.186","178.278","1.082","374","","","","","","","",""
"02.07.2020","49.714","","1.186","17","1.543","3.483.677","202.284","5.167","176.965","1.067","372","","","","","","","",""
"01.07.2020","52.313","","1.192","19","2.311"," 3.433.963 ","201.098","5.150","175.422","1.035","362","","","","","","","",""
"30.06.2020","50.492","","1.293","16","1.302","3.381.650","199.906","5.131","173.111","1.026","368","","","","","","","",""
"29.06.2020","51.014","","1.374","18","1.214","3.331.158","198.613","5.115","171.809","1.018","375","","","","","","","",""
"28.06.2020","48.309","","1.356","15","1.413","3.280.144","197.239","5.097","170.595","996","381","","","","","","","",""
"27.06.2020","45.213","","1.372","17","1.984","3.231.835","195.883","5.082","169.182","984","366","","","","","","","",""
"26.06.2020","51.198","","1.396","19","1.492","3.186.622","194.511","5.065","167.198","963","382","","","","","","","",""
"25.06.2020","52.303","","1.458","21","1.472","3.135.424","193.115","5.046","165.706","941","369","","","","","","","",""
"24.06.2020","53.486","","1.492","24","1.386","3.083.121","191.657","5.025","164.234","914","356","","","","","","","",""
"23.06.2020","42.982","","1.268","27","1.315","3.029.635","190.165","5.001","162.848","893","362","","","","","","","",""
"22.06.2020","41.413","","1.212","24","1.293","2.986.653","188.897","4.974","161.533","846","345","","","","","","","",""
"21.06.2020","40.496","","1.192","23","1.412","2.945.240","187.685","4.950","160.240","803","327","","","","","","","",""
"20.06.2020","41.112","","1.248","22","1.312","2.904.744","186.493","4.927","158.828","781","318","","","","","","","",""
"19.06.2020","41.316","","1.214","23","1.494","2.863.632","185.245","4.905","157.516","769","310","","","","","","","",""
"18.06.2020","48.412","","1.304","21","1382","2.822.316","184.031","4.882","156.022","755","311","","","","","","","",""
"17.06.2020","52.901","","1.429","19","1.261","2.773.904","182.727","4.861","154.640","745","306","","","","","","","",""
"16.06.2020","46.800","","1.467","17","1.015","2.721.003","181.298","4.842","153.379","732","303","","","","","","","",""
"15.06.2020","42.032","","1.592","18	","947","2.674.203","179.831","4.825","152.364","722","291","","","","","","","",""
"14.06.2020","45.176","","1.562","15","1.330","2.632.171","178.239","4.807","151.417","717","290","","","","","","","",""
"13.06.2020","45.092","","1.459","14","985","2.586.995","176.677","4.792","150.087","684","284","","","","","","","",""
"12.06.2020","41.013","","1.195","15","1.242","2.541.903","175.218","4.778","149.102","664","282","","","","","","","",""
"11.06.2020","49.190","","987","17","1.021","2.500.890","174.023","4.763","147.860","643","266","","","","","","","",""
"10.06.2020","36.521","","922","17","2.241","2.451.700","173.036","4.746","146.839","631","280","","","","","","","",""
"09.06.2020","37.225","","993","18","3.218","2.415.179","172.114","4.729","144.598","642","281","","","","","","","",""
"08.06.2020","39.361","","989","19","3.411","2.377.954","171.121","4.711","141.380","625","261","","","","","","","",""
"07.06.2020","35.335","","914","23","2.647","2.338.593","170.132","4.692","137.969","613","274","","","","","","","",""
"06.06.2020","35.846","","878","21","1.922","2.303.258","169.218","4.669","135.322","591","264","","","","","","","",""
"05.06.2020","57.829","","930","18","1.622","2.267.412","168.340","4.648","133.400","592","269","","","","","","","",""
"04.06.2020","54.234","","988","21","926","2.209.583","167.410","4.630","131.778","602","265","","","","","","","",""
"03.06.2020","52.305","","867","24","931","2.155.349","166.422","4.609","130.852","612","261","","","","","","","",""
"02.06.2020","32.325","","786","22","974","2.103.044","165.555","4.585","129.921","633","271","","","","","","","",""
"01.06.2020","31.525","","827","23","974","2.070.719","164.769","4.563","128.947","651","283","","","","","","","",""
"31.05.2020","35.600","","839","25","989","2.039.194","163.942","4540","127.973","648","287","","","","","","","",""
"30.05.2020","39.230","","983","26","1.021","2.003.594","163.103","4515","126.984","649","308","","","","","","","",""
"29.05.2020","36.155","","1.141","28","1.594","1.964.364","162.120","4.489","125.963","662","324","","","","","","","",""
"28.05.2020","33.559","","1.182","30","1.576","1.928.209","160.979","4.461","124.369","683","339","","","","","","","",""
"27.05.2020","21.043","","1.035","34","1.286","1.894.650","159.797","4.431","122.793","723","331","","","","","","","",""
"26.05.2020","19.853","","948","28","1.492","1.873.607","158.762","4.397","121.507","739","338","","","","","","","",""
"25.05.2020","21.492","","987","29","1.321","1.853.754","157.814","4.369","120.015","756","371","","","","","","","",""
"24.05.2020","24.589","","1.141","32","1.092","1.832.262","156.827","4.340","118.694","769","385","","","","","","","",""
"23.05.2020","40.178","","1.186","32","1.491","1.807.673","155.686","4.308","117.602","775","388","","","","","","","",""
"22.05.2020","37.507","","952","27","1.121","1.767.495","154.500","4.276","116.111","800","401","","","","","","","",""
"21.05.2020","33.633","","961","27","1.003","1.729.988","153.548","4.249","114.990","820","424","","","","","","","",""
"20.05.2020","20.838","","972","23","1.092","1.696.355","152.587","4.222","113.987","877","445","","","","","","","",""
"19.05.2020","25.382","","1.022","28","1.318","1.675.517","151.615","4.199","112.895","882","455","","","","","","","",""
"18.05.2020","25.141","","1.158","31","1.615","1.650.135","150.593","4.171","111.577","903","463","","","","","","","",""
"17.05.2020","35.369","","1.368","44","1.825","1.624.994","149.435","4.140","109.962","914","468","","","","","","","",""
"16.05.2020","42.236","","1.610","41","2.004","1.589.625","148.067","4.096","108.137","906","474","","","","","","","",""
"15.05.2020","38.565","","1.708","48","2.103","1.547.389","146.457","4.055","106.133","944","490","","","","","","","",""
"14.05.2020","34.821","","1.635","55","2.315","1.508.824","144.749","4.007","104.030","963","508","","","","","","","",""
"13.05.2020","33.332","","1.639","58","2.826","1.474.003","143.114","3.952","101.715","998","535","","","","","","","",""
"12.05.2020","37.351","","1.704","53","3.109","1.440.671","141.475","3.894","98.889","1.045","576","","","","","","","",""
"11.05.2020","32.722","","1.114","55","3.089","1.403.320","139.771","3.841","95.780","1.126","578","","","","","","","",""
"10.05.2020","36.187","","1.542","47","3.211","1.370.598","138.657","3.786","92.691","1.154","598","","","","","","","",""
"09.05.2020","35.605","","1.546","50","3.084","1.334.411","137.115","3.739","89.480","1.168","628","","","","","","","",""
"08.05.2020","33.687","","1.848","48","3.412","1.298.806","135.569","3.689","86.396","1.219","653","","","","","","","",""
"07.05.2020","30.395","","1.977","57","4.782","1.265.119","133.721","3.641","82.984","1.260","665","","","","","","","",""
"06.05.2020","30.303","","2.253","64","4.917","1.234.724","131.744","3.584","78.202","1.278","669","","","","","","","",""
"05.05.2020","33.283","","1.832","59","5.119","1.204.421","129.491","3.520","73.285","1.338","707","","","","","","","",""
"04.05.2020","35.771","","1.614","64","5.015","1.171.138","127.659","3.461","68.166","1.384","727","","","","","","","",""
"03.05.2020","24.001","","1.670","61","4.892","1.135.367","126.045","3.397","63.151","1.424","766","","","","","","","",""
"02.05.2020","36.318","","1.983","78","4.451","1.111.366","124.375","3.336","58.259","1.445","778","","","","","","","",""
"01.05.2020","41.431","","2.188","84","4.922","1.075.048","122.392","3.258","53.808","1.480","818","","","","","","","",""
"30.04.2020","42.004","","2.615","93","4.846","1.033.617","120.204","3.174","48.886","1.514","803","","","","","","","",""
"29.04.2020","43.498","","2.936","89","5.231","991.613","117.589","3.081","44.040","1.574","831","","","","","","","",""
"28.04.2020","29.230","","2.392","92","5.018","948.115","114.653","2.992","38.809","1.621","845","","","","","","","",""
"27.04.2020","20.143","","2.131","95","4.651","918.885","112.261","2.900","33.791","1.736","882","","","","","","","",""
"26.04.2020","30.177","","2.357","99","3.558","898.742","110.130","2.805","29.140","1.776","883","","","","","","","",""
"25.04.2020","38.308","","2.861","106","3.845","868.565","107.773","2.706","25.582","1.782","900","","","","","","","",""
"24.04.2020","38.351","","3.122","109","3.246","830.257","104.912","2.600","21.737","1.790","929","","","","","","","",""
"23.04.2020","40.962","","3.116","115","2.014","791.906","101.790","2.491","18.491","1.816","982","","","","","","","",""
"22.04.2020","37.535","","3.083","117","1.559","750.944","98.674","2.376","16.477","1.814","985","","","","","","","",""
"21.04.2020","39.429","","4.611","119","1.488","713.409","95.591","2.259","14.918","1.865","1.006","","","","","","","",""
"20.04.2020","39.703","","4.674","123","1.454","673.980","90.980","2.140","13.430","1.909","1.033","","","","","","","",""
"19.04.2020","35.344","","3.977","127","1.523","634.277","86.306","2.017","11.976","1.922","1.031","","","","","","","",""
"18.04.2020","40.520","","3.783","121","1.822","598.933","82.329","1.890","10.453","1.894","1.054","","","","","","","",""
"17.04.2020","40.270","","4.353","126","1.542","558.413","78.546","1.769","8.631","1.845","1.014","","","","","","","",""
"16.04.2020","40.427","","4.801","125","1.415","518.143","74.193","1.643","7.089","1.854","1.040","","","","","","","",""
"15.04.2020","34.090","","4.281","115","875","477.716","69.392","1.518","5.674","1.820","1.052","","","","","","","",""
"14.04.2020","33.070","","4.062","107","842","443.626","65.111","1.403","4.799","1.809","1.087","","","","","","","",""
"13.04.2020","34.456","","4.093","98","511","410.556","61.049","1.296","3.957","1.786","1.063","","","","","","","",""
"12.04.2020","35.720","","4.789","97","481","376.100","56.956","1.198","3.446","1.665","978","","","","","","","",""
"11.04.2020","33.170","","5.138","95","542","340.380","52.167","1.101","2.965","1.626","1.021","","","","","","","",""
"10.04.2020","30.864","","4.747","98","281","307.210","47.029","1.006","2.423","1.667","1.062","","","","","","","",""
"09.04.2020","28.578","","4.056","96","296","276.346","42.282","908","2.142","1.552","1.017","","","","","","","",""
"08.04.2020","24.900","","4.117","87","264","247.768","38.226","812","1.846","1.492","995","","","","","","","",""
"07.04.2020","20.023","","3.892","76","256","222.868","34.109","725","1.582","1.474","987","","","","","","","",""
"06.04.2020","21.400","","3.148","75","284","202.845","30.217","649","1.326","1.415","966","","","","","","","",""
"05.04.2020","20.065","","3.135","73","256","181.445","27.069","574","1.042","1.381","935","","","","","","","",""
"04.04.2020","19.664","","3.013","76","302","161.380","23.934","501","786","1.311","909","","","","","","","",""
"03.04.2020","16.160","","2.786","69","","141.716","20.921","425","484","1.251","867","","","","","","","",""
"02.04.2020","18.757","","2.456","79","","125.556","18.135","356","415","1.101","783","","","","","","","",""
"01.04.2020","14.396","","2.148","63","","106.799","15.679","277","333","979","692","","","","","","","",""
"31.03.2020","15.422","","2.704","46","","92.403","13.531","214","243","847","622","","","","","","","",""
"30.03.2020","11.535","","1.610","37","","76.981","10.827","168","162","725","523","","","","","","","",""
"29.03.2020","9.982","","1.815","23","","65.446","9.217","131","105","568","394","","","","","","","",""
"28.03.2020","7.641","","1.704","16","","55.464","7.402","108","70","445","309","","","","","","","",""
"27.03.2020","7.533","","2.069","17","","47.823","5.698","92","42","344","241","","","","","","","",""
"26.03.2020","","","","","","","3629","75","","","","","","","","","","",""
"25.03.2020","","","","","","","2433","59","","","","","","","","","","",""
"24.03.2020","","","","","","","1872","44","","","","","","","","","","",""
"23.03.2020","","","","","","","1529","37","","","","","","","","","","",""
"22.03.2020","","","","","","","1236","30","","","","","","","","","","",""
"21.03.2020","","","","","","","947","21","","","","","","","","","","",""
"20.03.2020","","","","","","","670","9","","","","","","","","","","",""
"19.03.2020","","","","","","","359","4","","","","","","","","","","",""
"18.03.2020","","","","","","","191","2","","","","","","","","","","",""
"17.03.2020","","","","","","","98","1","","","","","","","","","","",""
"16.03.2020","","","","","","","47","","","","","","","","","","","",""
"15.03.2020","","","","","","","18","","","","","","","","","","","",""
"14.03.2020","","","","","","","6","","","","","","","","","","","",""
"13.03.2020","","","","","","","5","","","","","","","","","","","",""
"12.03.2020","","","","","","","1","","","","","","","","","","","",""
"11.03.2020","","","","","","","1","","","","","","","","","","","",""
